Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NCarsGroup,NChildrenAtHomeGroup,TotalChildrenGroup,YearlyIncome,Age,AveMonthSpend,log_AveMonthSpend,BikeBuyer
Partial College,Manual,M,M,1,1-2,No,2,14242,57.0,58,4.060443010546419,0
Bachelors ,Clerical,F,S,1,No,No,1,52894,56.0,41,3.713572066704308,0
Partial College,Manual,F,M,1,No,No,1,13044,55.0,37,3.6109179126442243,0
Graduate Degree,Clerical,M,M,1,No,No,1,72297,55.0,75,4.31748811353631,0
Partial College,Manual,M,S,0,1-2,No,No,14342,18.0,55,4.007333185232471,0
Partial College,Manual,F,S,0,1-2,No,No,31655,19.0,42,3.7376696182833684,0
Partial College,Manual,M,S,0,1-2,No,No,18161,19.0,53,3.970291913552122,0
Partial College,Manual,M,S,1,1-2,No,No,22747,19.0,57,4.04305126783455,0
High School,Manual,F,M,1,1-2,No,No,11376,20.0,39,3.6635616461296463,0
High School,Manual,M,M,0,1-2,No,No,20222,20.0,60,4.0943445622221,0
High School,Manual,M,S,0,1-2,No,No,25274,20.0,56,4.02535169073515,0
High School,Manual,F,S,0,No,>=1,1,13853,18.0,47,3.8501476017100584,1
High School,Manual,F,S,0,No,>=1,1,19497,18.0,51,3.9318256327243257,1
Bachelors ,Clerical,F,M,1,No,No,No,22319,18.0,38,3.6375861597263857,0
Bachelors ,Clerical,M,M,1,No,No,No,41970,18.0,62,4.127134385045092,0
High School,Manual,M,S,0,No,>=1,1,27256,19.0,73,4.290459441148391,0
Bachelors ,Clerical,F,M,0,No,No,No,29302,19.0,44,3.784189633918261,0
Bachelors ,Clerical,F,M,1,No,No,No,25568,19.0,37,3.6109179126442243,0
Bachelors ,Clerical,F,M,1,No,No,No,26344,19.0,41,3.713572066704308,0
Bachelors ,Clerical,F,S,1,No,No,No,35279,19.0,47,3.8501476017100584,0
Bachelors ,Clerical,M,S,1,No,No,1,74697,54.0,69,4.23410650459726,1
Bachelors ,Clerical,M,M,1,No,No,1,47277,54.0,68,4.219507705176107,0
Graduate Degree,Clerical,M,S,1,No,No,1,65086,54.0,68,4.219507705176107,0
High School,Manual,F,S,0,1-2,>=1,1,28411,37.0,48,3.871201010907891,0
High School,Manual,M,M,1,1-2,>=1,1,16401,38.0,76,4.330733340286331,0
Partial College,Manual,M,S,1,1-2,No,2,30357,38.0,64,4.1588830833596715,0
Partial College,Manual,F,M,1,1-2,No,2,11073,38.0,41,3.713572066704308,0
Partial College,Manual,M,M,1,1-2,No,2,18715,39.0,62,4.127134385045092,0
Graduate Degree,Clerical,F,M,1,No,No,3,59143,37.0,53,3.970291913552122,0
Bachelors ,Clerical,F,M,1,No,No,3,55550,37.0,55,4.007333185232471,0
Bachelors ,Clerical,M,S,1,No,No,3,55029,37.0,67,4.204692619390966,0
Bachelors ,Clerical,F,M,1,No,No,3,42241,37.0,49,3.8918202981106265,0
Graduate Degree,Clerical,F,S,1,No,No,3,69335,38.0,40,3.6888794541139363,1
Graduate Degree,Clerical,M,M,1,No,No,3,76084,38.0,76,4.330733340286331,1
High School,Manual,M,S,0,1-2,>=1,1,18210,27.0,66,4.189654742026425,0
High School,Manual,F,S,0,1-2,>=1,1,22252,27.0,50,3.912023005428146,0
High School,Manual,F,S,1,No,>=1,2,20896,27.0,54,3.9889840465642745,1
High School,Manual,M,S,1,No,>=1,2,19837,27.0,78,4.356708826689592,1
High School,Manual,M,S,1,No,>=1,2,18666,28.0,79,4.3694478524670215,0
High School,Manual,M,M,0,1-2,>=1,2,16243,28.0,87,4.465908118654584,0
Bachelors ,Clerical,M,S,1,No,No,No,66885,28.0,73,4.290459441148391,0
Bachelors ,Clerical,F,S,1,No,No,1,58624,28.0,47,3.8501476017100584,0
Graduate Degree,Clerical,M,S,1,No,No,No,74702,28.0,65,4.174387269895637,0
Graduate Degree,Clerical,F,M,1,No,No,No,65127,28.0,51,3.9318256327243257,0
Graduate Degree,Clerical,F,M,1,No,No,No,65243,28.0,52,3.9512437185814275,0
Graduate Degree,Clerical,F,S,1,No,No,No,52357,28.0,46,3.828641396489095,1
Partial College,Manual,F,S,0,1-2,No,3,17764,46.0,39,3.6635616461296463,0
Partial College,Manual,F,S,0,1-2,No,3,23009,45.0,42,3.7376696182833684,0
Partial College,Manual,F,M,1,1-2,No,2,32283,45.0,42,3.7376696182833684,0
Partial College,Manual,M,M,1,1-2,No,2,46377,45.0,71,4.2626798770413155,0
High School,Manual,M,M,0,1-2,>=1,2,25070,44.0,78,4.356708826689592,0
High School,Manual,F,S,1,1-2,>=1,2,24171,29.0,55,4.007333185232471,0
Partial College,Manual,M,M,1,No,>=1,1,19553,29.0,77,4.343805421853684,0
Partial College,Professional,M,M,0,1-2,>=1,3,118844,43.0,111,4.709530201312334,1
Partial College,Professional,F,S,1,1-2,>=1,4,97749,43.0,68,4.219507705176107,1
Partial College,Professional,F,M,0,1-2,>=1,4,106318,43.0,76,4.330733340286331,1
Partial College,Professional,M,S,1,1-2,>=1,4,122977,43.0,105,4.653960350157523,1
Partial College,Professional,M,S,0,1-2,No,>=5,133666,53.0,73,4.290459441148391,0
Partial High School,Skilled Manual,F,M,1,>=3,>=1,3,68671,52.0,56,4.02535169073515,0
High School,Professional,F,M,1,1-2,>=1,>=5,66944,52.0,57,4.04305126783455,0
Partial College,Professional,M,S,0,1-2,No,>=5,124183,52.0,72,4.276666119016055,0
Graduate Degree,Management,M,M,1,>=3,>=1,4,173468,52.0,147,4.990432586778736,1
Bachelors ,Management,M,M,1,>=3,>=1,3,126123,51.0,122,4.804021044733257,0
Bachelors ,Management,F,M,1,>=3,>=1,4,119995,51.0,86,4.454347296253507,0
Bachelors ,Management,M,M,1,>=3,>=1,4,178271,51.0,153,5.030437921392435,1
Partial College,Professional,F,M,0,1-2,>=1,4,96153,43.0,73,4.290459441148391,0
Partial College,Professional,F,M,1,1-2,>=1,4,97870,44.0,79,4.3694478524670215,0
High School,Professional,F,M,1,1-2,>=1,4,95006,43.0,73,4.290459441148391,1
Bachelors ,Management,M,M,1,>=3,>=1,4,167289,44.0,157,5.056245805348308,1
Partial College,Professional,F,M,1,1-2,>=1,>=5,135157,44.0,104,4.6443908991413725,1
Bachelors ,Management,F,S,1,1-2,>=1,>=5,141365,44.0,103,4.634728988229636,1
Partial College,Professional,M,M,1,1-2,>=1,>=5,155272,45.0,169,5.1298987149230735,1
High School,Professional,F,M,1,1-2,>=1,4,110522,46.0,71,4.2626798770413155,0
High School,Professional,M,M,0,1-2,>=1,>=5,117813,46.0,114,4.736198448394496,0
Partial College,Professional,M,M,1,>=3,>=1,>=5,157571,46.0,160,5.075173815233827,1
Partial College,Management,F,S,1,>=3,>=1,4,103125,47.0,76,4.330733340286331,1
Partial College,Management,F,M,0,>=3,>=1,>=5,129459,47.0,102,4.624972813284271,1
High School,Management,M,M,1,>=3,>=1,4,115406,48.0,97,4.574710978503383,0
High School,Management,F,M,1,>=3,>=1,>=5,124748,48.0,101,4.61512051684126,0
High School,Management,F,M,0,>=3,>=1,4,101472,49.0,64,4.1588830833596715,0
Partial High School,Skilled Manual,M,M,0,1-2,No,>=5,129124,50.0,80,4.382026634673881,0
Partial High School,Skilled Manual,F,M,0,1-2,No,>=5,86128,50.0,52,3.9512437185814275,0
Bachelors ,Professional,F,S,0,>=3,No,No,90092,21.0,49,3.8918202981106265,0
Bachelors ,Professional,F,M,1,>=3,No,No,82396,21.0,55,4.007333185232471,0
Bachelors ,Professional,F,S,0,>=3,No,No,93232,23.0,49,3.8918202981106265,0
Bachelors ,Professional,F,S,0,>=3,No,No,75369,23.0,47,3.8501476017100584,0
Bachelors ,Professional,F,M,1,>=3,No,No,84894,23.0,56,4.02535169073515,0
Bachelors ,Professional,M,S,1,>=3,No,No,125223,22.0,83,4.418840607796598,0
Bachelors ,Professional,M,M,1,>=3,No,No,123087,22.0,77,4.343805421853684,1
High School,Management,M,S,1,>=3,>=1,>=5,168818,22.0,150,5.0106352940962555,1
Bachelors ,Professional,M,S,0,>=3,No,No,101221,23.0,79,4.3694478524670215,1
Bachelors ,Professional,F,S,0,>=3,No,No,105179,24.0,50,3.912023005428146,1
Bachelors ,Professional,M,S,0,>=3,No,No,128332,24.0,80,4.382026634673881,1
Bachelors ,Professional,F,S,0,>=3,No,No,96679,23.0,50,3.912023005428146,1
High School,Management,M,M,1,1-2,>=1,>=5,119933,23.0,158,5.062595033026967,0
Partial High School,Professional,M,M,1,>=3,>=1,>=5,148624,23.0,165,5.10594547390058,0
High School,Management,F,M,1,1-2,>=1,>=5,96708,24.0,100,4.605170185988092,0
Bachelors ,Professional,F,S,0,>=3,No,No,116530,25.0,56,4.02535169073515,1
Bachelors ,Professional,M,S,0,>=3,No,No,131594,25.0,78,4.356708826689592,0
Bachelors ,Professional,M,S,0,>=3,No,No,129368,25.0,81,4.394449154672439,0
High School,Management,F,M,1,>=3,>=1,>=5,130446,25.0,99,4.59511985013459,0
High School,Management,F,M,0,>=3,>=1,>=5,128326,25.0,104,4.6443908991413725,1
Bachelors ,Professional,M,M,1,>=3,No,No,130431,26.0,90,4.499809670330265,0
Bachelors ,Professional,M,M,0,>=3,No,No,121455,26.0,86,4.454347296253507,1
Partial High School,Management,M,M,1,>=3,>=1,>=5,161354,26.0,166,5.111987788356544,1
Graduate Degree,Management,M,M,1,>=3,>=1,>=5,184160,28.0,173,5.153291594497779,1
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,53712,22.0,56,4.02535169073515,0
Partial High School,Manual,M,S,0,1-2,No,No,16778,24.0,52,3.9512437185814275,0
Partial High School,Manual,M,S,0,1-2,No,No,22461,24.0,58,4.060443010546419,1
Partial College,Clerical,F,S,1,1-2,No,No,55730,24.0,48,3.871201010907891,0
Bachelors ,Professional,M,S,1,1-2,>=1,3,95063,34.0,102,4.624972813284271,1
Partial High School,Manual,F,S,0,1-2,No,No,20203,17.0,34,3.5263605246161616,0
Partial High School,Manual,M,S,1,1-2,No,No,19807,17.0,53,3.970291913552122,0
High School,Manual,M,S,0,1-2,No,No,62398,19.0,63,4.143134726391533,1
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,57543,23.0,57,4.04305126783455,0
High School,Manual,M,S,0,1-2,No,No,55135,24.0,68,4.219507705176107,0
High School,Manual,M,S,0,1-2,No,No,37430,24.0,61,4.110873864173311,0
Bachelors ,Skilled Manual,M,M,1,No,>=1,1,54411,24.0,80,4.382026634673881,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,50264,24.0,57,4.04305126783455,1
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,46077,24.0,56,4.02535169073515,1
High School,Manual,F,S,0,1-2,No,No,48362,25.0,45,3.8066624897703196,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,49033,25.0,85,4.442651256490317,0
Partial College,Clerical,M,S,1,No,>=1,2,64690,25.0,95,4.553876891600541,1
Partial College,Clerical,M,M,0,No,>=1,2,46450,25.0,96,4.564348191467836,0
Partial High School,Manual,F,S,0,1-2,No,No,11294,26.0,37,3.6109179126442243,0
Partial High School,Manual,M,S,1,1-2,No,No,20671,26.0,64,4.1588830833596715,1
Partial High School,Manual,F,S,0,1-2,No,No,12493,26.0,37,3.6109179126442243,0
Partial High School,Manual,M,S,0,1-2,No,No,19957,26.0,61,4.110873864173311,0
Partial High School,Manual,M,M,0,1-2,No,No,19114,26.0,65,4.174387269895637,0
High School,Manual,M,S,0,1-2,No,No,44555,26.0,64,4.1588830833596715,0
Partial College,Clerical,F,S,1,No,>=1,2,59609,27.0,63,4.143134726391533,0
Partial College,Clerical,M,S,1,1-2,>=1,2,52156,26.0,91,4.51085950651685,1
Partial College,Clerical,M,S,1,1-2,>=1,2,56036,27.0,83,4.418840607796598,1
Partial College,Clerical,F,S,1,1-2,>=1,2,55863,27.0,61,4.110873864173311,0
Partial College,Clerical,M,S,1,1-2,>=1,3,51689,23.0,104,4.6443908991413725,1
Partial College,Clerical,M,S,1,1-2,>=1,3,54209,23.0,102,4.624972813284271,1
Graduate Degree,Skilled Manual,F,S,1,No,No,No,67375,23.0,45,3.8066624897703196,1
Partial College,Clerical,F,S,1,1-2,>=1,3,38001,22.0,60,4.0943445622221,1
Graduate Degree,Skilled Manual,M,M,1,No,No,1,66443,67.0,56,4.02535169073515,0
Bachelors ,Skilled Manual,F,M,1,1-2,No,1,58099,66.0,41,3.713572066704308,0
Graduate Degree,Skilled Manual,F,S,1,No,No,No,78323,31.0,41,3.713572066704308,1
Graduate Degree,Skilled Manual,M,S,0,No,No,No,97574,31.0,76,4.330733340286331,1
Graduate Degree,Skilled Manual,F,S,1,No,No,No,88622,31.0,53,3.970291913552122,1
Graduate Degree,Skilled Manual,F,S,1,No,No,No,79075,31.0,49,3.8918202981106265,1
Bachelors ,Skilled Manual,F,M,1,1-2,No,1,50793,44.0,45,3.8066624897703196,0
Bachelors ,Skilled Manual,M,M,1,1-2,No,1,64915,44.0,76,4.330733340286331,0
Partial High School,Manual,F,S,1,1-2,No,3,22047,43.0,40,3.6888794541139363,0
Partial High School,Manual,F,S,0,1-2,No,3,11539,43.0,37,3.6109179126442243,0
High School,Clerical,M,M,1,1-2,No,1,44260,43.0,71,4.2626798770413155,0
High School,Clerical,F,M,1,1-2,No,1,23306,43.0,42,3.7376696182833684,0
Partial College,Clerical,F,M,1,1-2,No,1,47031,43.0,50,3.912023005428146,0
Partial College,Clerical,M,M,1,1-2,No,1,64655,42.0,76,4.330733340286331,0
Partial College,Clerical,M,M,1,1-2,No,1,73345,42.0,75,4.31748811353631,0
Partial College,Clerical,F,M,1,1-2,No,1,31056,42.0,41,3.713572066704308,0
Partial College,Clerical,F,M,1,1-2,No,1,48439,42.0,46,3.828641396489095,0
Graduate Degree,Skilled Manual,M,M,1,No,No,>=5,152220,42.0,93,4.532599493153256,0
Partial College,Clerical,M,M,1,1-2,No,1,69857,41.0,82,4.406719247264253,0
Partial College,Clerical,F,M,1,1-2,No,1,40792,41.0,53,3.970291913552122,0
Partial College,Clerical,F,M,1,1-2,No,1,38845,41.0,52,3.9512437185814275,0
Partial College,Clerical,F,M,1,1-2,No,1,59253,41.0,48,3.871201010907891,0
Partial College,Clerical,F,M,1,1-2,No,1,62613,41.0,55,4.007333185232471,0
Partial College,Clerical,F,M,1,1-2,No,1,45219,40.0,49,3.8918202981106265,0
Partial College,Clerical,M,M,1,1-2,No,1,52570,40.0,74,4.30406509320417,0
Partial College,Clerical,M,M,1,1-2,No,1,57850,40.0,74,4.30406509320417,0
Partial College,Clerical,F,M,1,1-2,No,1,36573,40.0,48,3.871201010907891,0
Partial College,Clerical,F,M,1,1-2,No,1,35124,40.0,50,3.912023005428146,0
Partial College,Clerical,F,M,1,1-2,No,1,42834,40.0,49,3.8918202981106265,0
Graduate Degree,Skilled Manual,M,S,1,No,No,4,99505,39.0,77,4.343805421853684,1
Graduate Degree,Skilled Manual,M,M,1,No,No,4,108921,39.0,84,4.430816798843313,0
Graduate Degree,Skilled Manual,M,M,1,No,No,4,105989,39.0,81,4.394449154672439,0
Graduate Degree,Skilled Manual,F,S,0,No,No,4,97760,38.0,50,3.912023005428146,0
Graduate Degree,Skilled Manual,M,S,1,No,No,4,113091,38.0,83,4.418840607796598,1
Graduate Degree,Skilled Manual,M,S,0,No,No,4,112331,38.0,75,4.31748811353631,0
Partial College,Manual,M,S,0,No,>=1,1,20740,29.0,72,4.276666119016055,0
Partial College,Manual,F,M,1,1-2,>=1,1,15522,29.0,49,3.8918202981106265,1
Bachelors ,Clerical,M,M,1,No,No,1,57071,29.0,75,4.31748811353631,0
Bachelors ,Clerical,M,M,1,No,No,1,75949,29.0,78,4.356708826689592,0
Graduate Degree,Clerical,F,M,1,No,No,No,76554,29.0,51,3.9318256327243257,0
Graduate Degree,Clerical,M,S,1,No,No,No,59117,29.0,69,4.23410650459726,0
Bachelors ,Clerical,F,M,1,No,No,No,50134,29.0,57,4.04305126783455,0
Partial College,Manual,M,S,0,1-2,>=1,1,13541,30.0,69,4.23410650459726,1
Partial College,Manual,F,M,1,1-2,>=1,1,25627,30.0,53,3.970291913552122,1
High School,Manual,F,S,1,1-2,No,4,15686,71.0,31,3.4339872044851463,0
Bachelors ,Clerical,F,M,1,No,No,1,55981,71.0,34,3.5263605246161616,0
Partial College,Manual,M,M,1,1-2,>=1,1,31550,30.0,82,4.406719247264253,1
Bachelors ,Clerical,F,S,0,No,>=1,1,56406,30.0,53,3.970291913552122,1
Bachelors ,Clerical,M,S,0,No,>=1,1,56314,30.0,78,4.356708826689592,0
Bachelors ,Clerical,F,S,0,1-2,>=1,1,56250,30.0,53,3.970291913552122,1
Partial High School,Manual,F,S,1,1-2,>=1,>=5,23103,31.0,71,4.2626798770413155,1
High School,Manual,M,M,1,1-2,>=1,1,21101,31.0,79,4.3694478524670215,0
High School,Manual,M,S,0,1-2,>=1,1,23122,31.0,68,4.219507705176107,1
High School,Manual,M,S,0,1-2,>=1,1,24346,31.0,69,4.23410650459726,1
High School,Manual,M,S,1,No,>=1,2,24241,31.0,79,4.3694478524670215,1
Bachelors ,Clerical,F,M,1,No,No,No,37873,30.0,54,3.9889840465642745,0
Bachelors ,Clerical,F,M,1,No,No,No,54988,30.0,49,3.8918202981106265,0
High School,Manual,F,S,1,No,>=1,2,17767,31.0,51,3.9318256327243257,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,46864,31.0,86,4.454347296253507,1
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,59246,31.0,84,4.430816798843313,1
High School,Manual,F,S,1,1-2,>=1,2,22622,32.0,59,4.07753744390572,1
High School,Manual,F,S,1,1-2,>=1,2,14641,32.0,55,4.007333185232471,0
High School,Manual,M,S,1,1-2,>=1,2,19664,32.0,77,4.343805421853684,1
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,1,49777,32.0,89,4.48863636973214,1
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,1,59515,32.0,59,4.07753744390572,0
Partial High School,Manual,F,S,1,1-2,>=1,3,21200,33.0,53,3.970291913552122,0
High School,Manual,M,S,1,1-2,>=1,3,22376,33.0,87,4.465908118654584,1
Bachelors ,Professional,F,M,1,No,No,No,66945,31.0,51,3.9318256327243257,0
Partial College,Clerical,F,S,1,No,>=1,2,46702,34.0,56,4.02535169073515,0
Partial College,Clerical,F,S,1,No,>=1,2,32077,32.0,58,4.060443010546419,1
Bachelors ,Skilled Manual,M,M,1,No,No,1,57879,32.0,74,4.30406509320417,0
Bachelors ,Skilled Manual,F,M,1,No,No,1,58426,32.0,52,3.9512437185814275,0
Bachelors ,Skilled Manual,M,M,1,No,No,1,60618,32.0,76,4.330733340286331,1
Partial College,Clerical,M,S,1,1-2,>=1,2,49888,33.0,89,4.48863636973214,1
Partial College,Clerical,F,M,0,1-2,>=1,2,47766,33.0,63,4.143134726391533,0
Bachelors ,Skilled Manual,F,M,1,No,No,1,51392,33.0,48,3.871201010907891,0
Partial College,Clerical,F,S,1,1-2,>=1,2,49737,34.0,59,4.07753744390572,0
Partial College,Clerical,F,S,1,No,>=1,3,52713,34.0,67,4.204692619390966,1
High School,Manual,M,S,0,1-2,No,No,12608,19.0,59,4.07753744390572,1
High School,Manual,M,S,1,1-2,No,No,10227,20.0,60,4.0943445622221,1
High School,Manual,M,S,1,1-2,>=1,4,25326,18.0,100,4.605170185988092,0
Bachelors ,Skilled Manual,M,M,1,No,No,1,53454,34.0,73,4.290459441148391,0
Partial College,Clerical,F,S,1,>=3,>=1,3,41092,19.0,68,4.219507705176107,1
High School,Manual,F,S,0,1-2,No,No,15813,20.0,42,3.7376696182833684,0
Partial College,Clerical,F,S,0,1-2,No,No,60473,20.0,50,3.912023005428146,1
Partial College,Clerical,M,S,0,1-2,No,No,48168,20.0,64,4.1588830833596715,0
Partial College,Clerical,M,S,0,1-2,No,No,58729,20.0,64,4.1588830833596715,0
Partial College,Clerical,M,S,1,1-2,No,No,46728,20.0,63,4.143134726391533,1
High School,Manual,F,S,0,1-2,No,No,16476,21.0,41,3.713572066704308,0
High School,Manual,M,S,1,1-2,No,No,20105,22.0,53,3.970291913552122,0
High School,Manual,M,S,0,1-2,No,No,20019,21.0,58,4.060443010546419,0
Partial College,Clerical,M,S,0,1-2,No,No,50855,21.0,62,4.127134385045092,0
Partial College,Clerical,M,S,0,1-2,No,No,57127,22.0,67,4.204692619390966,0
Partial High School,Manual,M,M,0,1-2,No,No,17865,23.0,57,4.04305126783455,0
Partial High School,Manual,M,S,0,1-2,No,No,13742,23.0,56,4.02535169073515,0
Partial College,Clerical,F,S,0,1-2,No,No,38370,22.0,41,3.713572066704308,0
Partial College,Clerical,F,S,0,1-2,No,No,29469,22.0,43,3.7612001156935624,0
Bachelors ,Skilled Manual,M,M,1,No,>=1,1,53160,22.0,87,4.465908118654584,1
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,55282,22.0,56,4.02535169073515,0
Graduate Degree,Skilled Manual,M,S,0,No,No,4,102769,38.0,77,4.343805421853684,0
Graduate Degree,Skilled Manual,M,M,1,No,No,4,104694,38.0,82,4.406719247264253,0
Graduate Degree,Skilled Manual,F,S,1,No,No,No,53543,24.0,41,3.713572066704308,0
Graduate Degree,Skilled Manual,F,S,1,No,No,No,64308,24.0,46,3.828641396489095,0
Graduate Degree,Skilled Manual,F,S,0,No,No,No,56540,24.0,47,3.8501476017100584,0
Graduate Degree,Skilled Manual,M,M,1,No,No,No,81306,24.0,71,4.2626798770413155,1
Graduate Degree,Skilled Manual,M,S,1,No,No,1,84705,24.0,75,4.31748811353631,1
Graduate Degree,Skilled Manual,M,M,1,No,No,1,61463,24.0,76,4.330733340286331,0
Graduate Degree,Skilled Manual,F,M,1,No,No,1,53438,24.0,49,3.8918202981106265,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,93201,24.0,78,4.356708826689592,1
Graduate Degree,Skilled Manual,F,S,1,No,No,1,56071,25.0,44,3.784189633918261,0
High School,Skilled Manual,M,S,1,>=3,>=1,4,55562,26.0,115,4.74493212836325,1
Graduate Degree,Skilled Manual,F,M,1,No,No,1,88486,26.0,50,3.912023005428146,0
Graduate Degree,Skilled Manual,M,M,1,No,>=1,1,97582,26.0,97,4.574710978503383,0
Graduate Degree,Skilled Manual,F,M,1,No,>=1,1,88151,26.0,60,4.0943445622221,0
Bachelors ,Skilled Manual,M,M,1,No,>=1,1,71138,25.0,85,4.442651256490317,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,91951,25.0,78,4.356708826689592,0
Graduate Degree,Skilled Manual,M,M,1,No,No,1,110464,25.0,86,4.454347296253507,0
Graduate Degree,Professional,F,S,1,No,No,1,100207,25.0,54,3.9889840465642745,1
Graduate Degree,Professional,F,M,1,No,No,1,96458,25.0,58,4.060443010546419,0
Graduate Degree,Professional,M,M,1,No,No,1,126377,25.0,82,4.406719247264253,0
Graduate Degree,Professional,F,M,1,No,No,1,95791,25.0,55,4.007333185232471,0
Bachelors ,Skilled Manual,F,M,1,No,>=1,1,43559,27.0,56,4.02535169073515,0
Bachelors ,Skilled Manual,M,M,1,No,>=1,1,62992,27.0,88,4.477336814478207,0
Bachelors ,Skilled Manual,F,M,1,1-2,>=1,1,51568,27.0,53,3.970291913552122,0
Bachelors ,Skilled Manual,M,S,1,No,>=1,2,55588,28.0,88,4.477336814478207,1
Bachelors ,Skilled Manual,F,S,1,No,>=1,2,65067,28.0,62,4.127134385045092,1
Bachelors ,Skilled Manual,F,S,1,No,>=1,2,45250,28.0,56,4.02535169073515,0
Bachelors ,Skilled Manual,M,S,0,No,>=1,2,66765,28.0,92,4.5217885770490405,1
Graduate Degree,Professional,M,S,1,No,No,1,126072,28.0,83,4.418840607796598,1
Graduate Degree,Professional,M,M,1,No,No,1,104152,28.0,84,4.430816798843313,0
Graduate Degree,Professional,F,M,1,No,No,1,88330,26.0,53,3.970291913552122,0
Graduate Degree,Professional,F,S,1,No,No,1,91205,26.0,50,3.912023005428146,1
Graduate Degree,Professional,F,M,1,No,No,1,93991,26.0,54,3.9889840465642745,0
Graduate Degree,Professional,F,M,1,No,No,3,96692,26.0,53,3.970291913552122,0
Graduate Degree,Professional,M,M,1,No,No,1,115777,28.0,80,4.382026634673881,1
Graduate Degree,Professional,M,S,1,No,No,1,104501,28.0,75,4.31748811353631,1
Graduate Degree,Professional,M,S,1,No,No,1,114213,27.0,74,4.30406509320417,0
Graduate Degree,Professional,M,S,1,No,No,2,121815,27.0,81,4.394449154672439,0
Graduate Degree,Professional,F,S,1,No,No,4,107993,27.0,51,3.9318256327243257,1
Graduate Degree,Professional,F,M,1,No,No,4,101994,27.0,56,4.02535169073515,0
Graduate Degree,Professional,M,M,1,No,No,2,128266,27.0,82,4.406719247264253,0
Bachelors ,Skilled Manual,M,M,1,1-2,>=1,2,91784,30.0,107,4.672828834461906,0
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,2,86566,30.0,63,4.143134726391533,1
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,2,83327,30.0,64,4.1588830833596715,1
Bachelors ,Skilled Manual,F,S,1,1-2,>=1,2,76192,30.0,65,4.174387269895637,1
